encoder,compressor,target,encode_time_ns,compress_time_ns,decompress_time_ns,decode_time_ns,original_size_bytes,encoded_size_bytes,final_size_bytes,encoding_ratio,final_ratio
TS_2DIFF,GZIP,timestamps,30708,32667,40084,56458,120,22,31,0.1833,0.2583
TS_2DIFF,GZIP,values,35833,35167,36750,45583,120,119,142,0.9917,1.1833
TS_2DIFF,GZIP,combined,5250,12542,12792,46458,240,145,165,0.6042,0.6875
TS_2DIFF,SNAPPY,timestamps,5875,2500,1875,13584,120,22,24,0.1833,0.2000
TS_2DIFF,SNAPPY,values,3375,1041,791,5583,120,119,122,0.9917,1.0167
TS_2DIFF,SNAPPY,combined,4750,1042,792,10958,240,145,141,0.6042,0.5875
TS_2DIFF,LZ4,timestamps,3000,1333,750,4791,120,22,23,0.1833,0.1917
TS_2DIFF,LZ4,values,8833,3625,1833,15208,120,119,125,0.9917,1.0417
TS_2DIFF,LZ4,combined,12042,3875,1875,22042,240,145,142,0.6042,0.5917
TS_2DIFF,ZLIB,timestamps,2208,8042,2750,5333,120,22,19,0.1833,0.1583
TS_2DIFF,ZLIB,values,3167,7708,2666,4791,120,119,130,0.9917,1.0833
TS_2DIFF,ZLIB,combined,4250,8333,2875,8292,240,145,153,0.6042,0.6375
GORILLA,GZIP,timestamps,89500,26625,32667,64458,120,118,131,0.9833,1.0917
GORILLA,GZIP,values,65292,52791,19750,21917,120,98,121,0.8167,1.0083
GORILLA,GZIP,combined,18667,17166,14042,22125,240,243,261,1.0125,1.0875
GORILLA,SNAPPY,timestamps,9292,1250,1000,11417,120,118,121,0.9833,1.0083
GORILLA,SNAPPY,values,10250,1250,959,11708,120,98,101,0.8167,0.8417
GORILLA,SNAPPY,combined,18542,1166,959,23083,240,243,247,1.0125,1.0292
GORILLA,LZ4,timestamps,8875,1958,917,11375,120,118,124,0.9833,1.0333
GORILLA,LZ4,values,8166,1625,834,11833,120,98,104,0.8167,0.8667
GORILLA,LZ4,combined,18125,3417,875,27458,240,243,249,1.0125,1.0375
GORILLA,ZLIB,timestamps,9500,8667,3041,11459,120,118,119,0.9833,0.9917
GORILLA,ZLIB,values,8708,8667,2750,11458,120,98,109,0.8167,0.9083
GORILLA,ZLIB,combined,9417,11792,3000,20042,240,243,249,1.0125,1.0375
RLE,GZIP,timestamps,7584,8875,8708,9583,120,206,77,1.7167,0.6417
RLE,GZIP,values,8208,12959,10250,12250,120,240,194,2.0000,1.6167
RLE,GZIP,combined,15584,18791,10459,19541,240,446,254,1.8583,1.0583
RLE,SNAPPY,timestamps,7375,1167,1042,9792,120,206,98,1.7167,0.8167
RLE,SNAPPY,values,8250,1250,959,10417,120,240,223,2.0000,1.8583
RLE,SNAPPY,combined,26708,1542,1083,19250,240,446,309,1.8583,1.2875
RLE,LZ4,timestamps,7417,1583,875,9833,120,206,81,1.7167,0.6750
RLE,LZ4,values,7833,1750,750,10000,120,240,231,2.0000,1.9250
RLE,LZ4,combined,14875,1708,791,19375,240,446,304,1.8583,1.2667
RLE,ZLIB,timestamps,6667,8875,2375,8834,120,206,65,1.7167,0.5417
RLE,ZLIB,values,7875,10250,4541,4042,120,240,182,2.0000,1.5167
RLE,ZLIB,combined,3834,12458,5000,5208,240,446,242,1.8583,1.0083
