encoder,compressor,target,encode_time_ns,compress_time_ns,decompress_time_ns,decode_time_ns,original_size_bytes,encoded_size_bytes,final_size_bytes,encoding_ratio,final_ratio
TS_2DIFF,GZIP,timestamps,17709,10000,55208,30792,160,27,31,0.1688,0.1938
TS_2DIFF,GZIP,values,12167,13250,14000,21542,160,159,182,0.9938,1.1375
TS_2DIFF,GZIP,combined,6417,13833,11250,25916,320,190,209,0.5938,0.6531
TS_2DIFF,SNAPPY,timestamps,6542,2542,1959,73542,160,27,15,0.1688,0.0938
TS_2DIFF,SNAPPY,values,7958,1042,833,6167,160,159,163,0.9938,1.0188
TS_2DIFF,SNAPPY,combined,5416,1000,833,9958,320,190,181,0.5938,0.5656
TS_2DIFF,LZ4,timestamps,2625,1375,750,5125,160,27,23,0.1688,0.1438
TS_2DIFF,LZ4,values,3791,1459,708,6083,160,159,165,0.9938,1.0313
TS_2DIFF,LZ4,combined,15459,4375,2167,37583,320,190,182,0.5938,0.5688
TS_2DIFF,ZLIB,timestamps,23375,15167,12375,17916,160,27,19,0.1688,0.1188
TS_2DIFF,ZLIB,values,10625,25208,7958,17709,160,159,170,0.9938,1.0625
TS_2DIFF,ZLIB,combined,7583,26875,17417,28667,320,190,197,0.5938,0.6156
GORILLA,GZIP,timestamps,42292,26375,26500,40459,160,157,163,0.9813,1.0188
GORILLA,GZIP,values,10583,11209,8708,34417,160,130,153,0.8125,0.9563
GORILLA,GZIP,combined,18458,14375,9584,24833,320,288,301,0.9000,0.9406
GORILLA,SNAPPY,timestamps,9417,1125,791,12166,160,157,161,0.9813,1.0063
GORILLA,SNAPPY,values,8916,1166,6375,25125,160,130,134,0.8125,0.8375
GORILLA,SNAPPY,combined,18459,1042,750,22334,320,288,293,0.9000,0.9156
GORILLA,LZ4,timestamps,9125,1291,708,11750,160,157,163,0.9813,1.0188
GORILLA,LZ4,values,8708,1250,666,11250,160,130,136,0.8125,0.8500
GORILLA,LZ4,combined,21667,1417,750,22834,320,288,295,0.9000,0.9219
GORILLA,ZLIB,timestamps,13125,8500,2709,12583,160,157,151,0.9813,0.9438
GORILLA,ZLIB,values,9166,7958,2125,11500,160,130,141,0.8125,0.8813
GORILLA,ZLIB,combined,16625,12167,3125,24084,320,288,289,0.9000,0.9031
RLE,GZIP,timestamps,10000,8167,7167,11167,160,276,92,1.7250,0.5750
RLE,GZIP,values,9542,14792,8917,12250,160,320,244,2.0000,1.5250
RLE,GZIP,combined,18375,15542,10167,22500,320,596,307,1.8625,0.9594
RLE,SNAPPY,timestamps,8209,958,875,10542,160,276,123,1.7250,0.7688
RLE,SNAPPY,values,8625,1083,792,11375,160,320,298,2.0000,1.8625
RLE,SNAPPY,combined,28333,1625,958,22417,320,596,407,1.8625,1.2719
RLE,LZ4,timestamps,8291,1375,708,10583,160,276,101,1.7250,0.6313
RLE,LZ4,values,26667,8541,2791,24833,160,320,303,2.0000,1.8938
RLE,LZ4,combined,17083,3167,709,22208,320,596,395,1.8625,1.2344
RLE,ZLIB,timestamps,8625,6583,3834,11167,160,276,80,1.7250,0.5000
RLE,ZLIB,values,9875,10542,4209,3250,160,320,232,2.0000,1.4500
RLE,ZLIB,combined,5500,13084,4708,6291,320,596,295,1.8625,0.9219
