encoder,compressor,target,encode_time_ns,compress_time_ns,decompress_time_ns,decode_time_ns,original_size_bytes,encoded_size_bytes,final_size_bytes,encoding_ratio,final_ratio
TS_2DIFF,GZIP,timestamps,18125,10375,26125,92542,200,32,31,0.1600,0.1550
TS_2DIFF,GZIP,values,13917,13959,19458,14167,200,199,222,0.9950,1.1100
TS_2DIFF,GZIP,combined,15792,46416,26125,18333,400,235,253,0.5875,0.6325
TS_2DIFF,SNAPPY,timestamps,2834,1167,833,10041,200,32,15,0.1600,0.0750
TS_2DIFF,SNAPPY,values,4334,1000,792,7667,200,199,203,0.9950,1.0150
TS_2DIFF,SNAPPY,combined,6250,1083,833,12500,400,235,221,0.5875,0.5525
TS_2DIFF,LZ4,timestamps,2667,1291,708,8709,200,32,23,0.1600,0.1150
TS_2DIFF,LZ4,values,4666,1416,708,7417,200,199,205,0.9950,1.0250
TS_2DIFF,LZ4,combined,6000,1542,709,12500,400,235,223,0.5875,0.5575
TS_2DIFF,ZLIB,timestamps,4083,5416,2583,10709,200,32,19,0.1600,0.0950
TS_2DIFF,ZLIB,values,11083,33708,7166,20417,200,199,210,0.9950,1.0500
TS_2DIFF,ZLIB,combined,8625,38125,8000,30000,400,235,241,0.5875,0.6025
GORILLA,GZIP,timestamps,44959,13208,14792,23041,200,196,191,0.9800,0.9550
GORILLA,GZIP,values,35292,44459,30834,42334,200,161,184,0.8050,0.9200
GORILLA,GZIP,combined,60625,57375,27958,71417,400,358,367,0.8950,0.9175
GORILLA,SNAPPY,timestamps,16500,2000,1042,15292,200,196,200,0.9800,1.0000
GORILLA,SNAPPY,values,10708,917,750,12917,200,161,165,0.8050,0.8250
GORILLA,SNAPPY,combined,24208,1000,792,27167,400,358,363,0.8950,0.9075
GORILLA,LZ4,timestamps,11166,1416,666,15666,200,196,202,0.9800,1.0100
GORILLA,LZ4,values,14000,1792,833,17333,200,161,167,0.8050,0.8350
GORILLA,LZ4,combined,28333,4292,917,34333,400,358,365,0.8950,0.9125
GORILLA,ZLIB,timestamps,14625,10584,5041,17959,200,196,179,0.9800,0.8950
GORILLA,ZLIB,values,7125,11375,2416,18542,200,161,172,0.8050,0.8600
GORILLA,ZLIB,combined,13083,15459,3000,27708,400,358,355,0.8950,0.8875
RLE,GZIP,timestamps,12875,9833,7791,20208,200,346,103,1.7300,0.5150
RLE,GZIP,values,11542,19792,9667,21916,200,398,288,1.9900,1.4400
RLE,GZIP,combined,24458,24000,11250,47333,400,744,360,1.8600,0.9000
RLE,SNAPPY,timestamps,12083,1250,1083,22667,200,346,148,1.7300,0.7400
RLE,SNAPPY,values,15833,3083,1042,22209,200,398,365,1.9900,1.8250
RLE,SNAPPY,combined,34000,1542,1042,39917,400,744,497,1.8600,1.2425
RLE,LZ4,timestamps,10333,1459,750,19459,200,346,121,1.7300,0.6050
RLE,LZ4,values,11625,1917,709,21500,200,398,367,1.9900,1.8350
RLE,LZ4,combined,20833,1958,750,39750,400,744,479,1.8600,1.1975
RLE,ZLIB,timestamps,12500,9792,3875,22584,200,346,91,1.7300,0.4550
RLE,ZLIB,values,15584,13708,5291,4584,200,398,276,1.9900,1.3800
RLE,ZLIB,combined,6125,17917,5792,9209,400,744,348,1.8600,0.8700
