encoder,compressor,target,encode_time_ns,compress_time_ns,decompress_time_ns,decode_time_ns,original_size_bytes,encoded_size_bytes,final_size_bytes,encoding_ratio,final_ratio
TS_2DIFF,GZIP,timestamps,5250,9792,12833,8208,40,12,32,0.3000,0.8000
TS_2DIFF,GZIP,values,30209,52542,27250,19542,40,40,63,1.0000,1.5750
TS_2DIFF,GZIP,combined,24333,10750,14292,14666,80,56,79,0.7000,0.9875
TS_2DIFF,SNAPPY,timestamps,6541,2291,1917,17458,40,12,14,0.3000,0.3500
TS_2DIFF,SNAPPY,values,10584,2458,1917,21834,40,40,42,1.0000,1.0500
TS_2DIFF,SNAPPY,combined,5417,1334,917,6708,80,56,58,0.7000,0.7250
TS_2DIFF,LZ4,timestamps,2292,1292,709,3417,40,12,17,0.3000,0.4250
TS_2DIFF,LZ4,values,3167,1334,750,4084,40,40,46,1.0000,1.1500
TS_2DIFF,LZ4,combined,3250,1417,708,7500,80,56,62,0.7000,0.7750
TS_2DIFF,ZLIB,timestamps,2084,5125,2500,3375,40,12,20,0.3000,0.5000
TS_2DIFF,ZLIB,values,1959,5875,2500,3916,40,40,51,1.0000,1.2750
TS_2DIFF,ZLIB,combined,2500,6291,2500,4125,80,56,67,0.7000,0.8375
GORILLA,GZIP,timestamps,14250,17083,10875,18625,40,41,64,1.0250,1.6000
GORILLA,GZIP,values,13459,9833,9584,14542,40,34,55,0.8500,1.3750
GORILLA,GZIP,combined,30167,89250,27667,28125,80,75,98,0.9375,1.2250
GORILLA,SNAPPY,timestamps,16250,2666,1459,14667,40,41,43,1.0250,1.0750
GORILLA,SNAPPY,values,8833,1292,1667,10125,40,34,36,0.8500,0.9000
GORILLA,SNAPPY,combined,37042,3417,1125,12916,80,75,78,0.9375,0.9750
GORILLA,LZ4,timestamps,7333,1333,750,5833,40,41,47,1.0250,1.1750
GORILLA,LZ4,values,6833,1334,708,5542,40,34,40,0.8500,1.0000
GORILLA,LZ4,combined,13708,1333,791,7458,80,75,81,0.9375,1.0125
GORILLA,ZLIB,timestamps,7209,5625,2333,5083,40,41,52,1.0250,1.3000
GORILLA,ZLIB,values,5333,5500,2458,4500,40,34,43,0.8500,1.0750
GORILLA,ZLIB,combined,7500,6583,2209,7583,80,75,86,0.9375,1.0750
RLE,GZIP,timestamps,2959,7416,9375,3625,40,68,48,1.7000,1.2000
RLE,GZIP,values,3042,7875,7209,3875,40,80,86,2.0000,2.1500
RLE,GZIP,combined,6833,8834,7750,6459,80,148,112,1.8500,1.4000
RLE,SNAPPY,timestamps,2833,959,833,3416,40,68,46,1.7000,1.1500
RLE,SNAPPY,values,3125,958,792,3959,40,80,78,2.0000,1.9500
RLE,SNAPPY,combined,5709,1000,833,6375,80,148,114,1.8500,1.4250
RLE,LZ4,timestamps,2792,1292,709,3458,40,68,40,1.7000,1.0000
RLE,LZ4,values,2958,1375,708,3750,40,80,84,2.0000,2.1000
RLE,LZ4,combined,5208,1334,708,6625,80,148,116,1.8500,1.4500
RLE,ZLIB,timestamps,2792,5791,2333,3458,40,68,36,1.7000,0.9000
RLE,ZLIB,values,3333,46000,6041,5000,40,80,74,2.0000,1.8500
RLE,ZLIB,combined,5208,6958,4375,127917,80,148,100,1.8500,1.2500
