encoder,compressor,target,encode_time_ns,compress_time_ns,decompress_time_ns,decode_time_ns,original_size_bytes,encoded_size_bytes,final_size_bytes,encoding_ratio,final_ratio
TS_2DIFF,GZIP,timestamps,14792,13708,17084,21250,160,27,31,0.1688,0.1938
TS_2DIFF,GZIP,values,13125,13750,13709,22875,160,159,182,0.9938,1.1375
TS_2DIFF,GZIP,combined,6042,12792,11542,32209,320,190,208,0.5938,0.6500
TS_2DIFF,SNAPPY,timestamps,2666,1041,875,6417,160,27,15,0.1688,0.0938
TS_2DIFF,SNAPPY,values,6334,1041,833,8625,160,159,163,0.9938,1.0188
TS_2DIFF,SNAPPY,combined,5458,958,792,9750,320,190,181,0.5938,0.5656
TS_2DIFF,LZ4,timestamps,3916,1334,708,5250,160,27,23,0.1688,0.1438
TS_2DIFF,LZ4,values,3875,1417,709,6083,160,159,165,0.9938,1.0313
TS_2DIFF,LZ4,combined,5541,1375,708,11708,320,190,182,0.5938,0.5688
TS_2DIFF,ZLIB,timestamps,2542,5208,4916,6041,160,27,19,0.1688,0.1188
TS_2DIFF,ZLIB,values,4000,8500,2709,6000,160,159,170,0.9938,1.0625
TS_2DIFF,ZLIB,combined,2958,9458,3125,9792,320,190,196,0.5938,0.6125
GORILLA,GZIP,timestamps,50417,31000,31625,43875,160,157,163,0.9813,1.0188
GORILLA,GZIP,values,10583,12584,8375,11959,160,129,152,0.8063,0.9500
GORILLA,GZIP,combined,19541,14584,9375,26083,320,323,337,1.0094,1.0531
GORILLA,SNAPPY,timestamps,9334,1000,792,12167,160,157,161,0.9813,1.0063
GORILLA,SNAPPY,values,9042,917,750,11667,160,129,133,0.8063,0.8313
GORILLA,SNAPPY,combined,18958,1000,791,22583,320,323,328,1.0094,1.0250
GORILLA,LZ4,timestamps,9333,1334,667,12000,160,157,163,0.9813,1.0188
GORILLA,LZ4,values,8833,1333,709,11625,160,129,135,0.8063,0.8438
GORILLA,LZ4,combined,19333,1417,667,22583,320,323,330,1.0094,1.0313
GORILLA,ZLIB,timestamps,10000,7833,2500,12042,160,157,151,0.9813,0.9438
GORILLA,ZLIB,values,8875,8042,2291,11333,160,129,140,0.8063,0.8750
GORILLA,ZLIB,combined,26708,19917,4041,17084,320,323,325,1.0094,1.0156
RLE,GZIP,timestamps,8458,8084,10125,11375,160,276,92,1.7250,0.5750
RLE,GZIP,values,9166,12416,8291,11625,160,320,244,2.0000,1.5250
RLE,GZIP,combined,16833,16917,8750,21958,320,596,309,1.8625,0.9656
RLE,SNAPPY,timestamps,12000,1416,1250,15333,160,276,123,1.7250,0.7688
RLE,SNAPPY,values,15167,1625,1250,16041,160,320,291,2.0000,1.8188
RLE,SNAPPY,combined,40875,2250,1417,31792,320,596,402,1.8625,1.2563
RLE,LZ4,timestamps,12208,2042,958,15083,160,276,101,1.7250,0.6313
RLE,LZ4,values,11459,2000,875,15708,160,320,300,2.0000,1.8750
RLE,LZ4,combined,22042,2167,875,28000,320,596,393,1.8625,1.2281
RLE,ZLIB,timestamps,10791,9083,2708,13750,160,276,80,1.7250,0.5000
RLE,ZLIB,values,11542,13166,5250,4042,160,320,232,2.0000,1.4500
RLE,ZLIB,combined,5541,17292,5958,7584,320,596,297,1.8625,0.9281
