encoder,compressor,target,encode_time_ns,compress_time_ns,decompress_time_ns,decode_time_ns,original_size_bytes,encoded_size_bytes,final_size_bytes,encoding_ratio,final_ratio
TS_2DIFF,GZIP,timestamps,8417,9542,15084,17958,80,17,31,0.2125,0.3875
TS_2DIFF,GZIP,values,32375,11500,27875,15500,80,80,103,1.0000,1.2875
TS_2DIFF,GZIP,combined,9542,11583,11833,20459,160,101,124,0.6313,0.7750
TS_2DIFF,SNAPPY,timestamps,3125,917,792,4750,80,17,19,0.2125,0.2375
TS_2DIFF,SNAPPY,values,5167,1000,750,5541,80,80,83,1.0000,1.0375
TS_2DIFF,SNAPPY,combined,5583,959,833,8375,160,101,100,0.6313,0.6250
TS_2DIFF,LZ4,timestamps,1750,1250,666,4250,80,17,23,0.2125,0.2875
TS_2DIFF,LZ4,values,2541,1292,666,6375,80,80,86,1.0000,1.0750
TS_2DIFF,LZ4,combined,3250,1500,708,8125,160,101,103,0.6313,0.6438
TS_2DIFF,ZLIB,timestamps,1875,5292,2750,5125,80,17,19,0.2125,0.2375
TS_2DIFF,ZLIB,values,3416,8542,3125,5333,80,80,91,1.0000,1.1375
TS_2DIFF,ZLIB,combined,3417,7250,3000,6541,160,101,112,0.6313,0.7000
GORILLA,GZIP,timestamps,14791,10334,12000,40083,80,79,95,0.9875,1.1875
GORILLA,GZIP,values,13125,10709,9500,11125,80,66,89,0.8250,1.1125
GORILLA,GZIP,combined,14584,11583,10042,12917,160,163,184,1.0188,1.1500
GORILLA,SNAPPY,timestamps,5125,959,750,6250,80,79,82,0.9875,1.0250
GORILLA,SNAPPY,values,5209,917,792,9917,80,66,69,0.8250,0.8625
GORILLA,SNAPPY,combined,9917,958,750,13959,160,163,167,1.0188,1.0438
GORILLA,LZ4,timestamps,5417,1375,708,6875,80,79,85,0.9875,1.0625
GORILLA,LZ4,values,4916,1291,708,7084,80,66,72,0.8250,0.9000
GORILLA,LZ4,combined,10125,1292,667,12208,160,163,169,1.0188,1.0563
GORILLA,ZLIB,timestamps,5000,6041,2500,6292,80,79,83,0.9875,1.0375
GORILLA,ZLIB,values,4708,6583,2125,6417,80,66,77,0.8250,0.9625
GORILLA,ZLIB,combined,11500,8500,2542,12459,160,163,172,1.0188,1.0750
RLE,GZIP,timestamps,6584,49583,388500,7625,80,138,63,1.7250,0.7875
RLE,GZIP,values,5000,9416,11416,6375,80,160,150,2.0000,1.8750
RLE,GZIP,combined,8875,11333,8541,11583,160,298,186,1.8625,1.1625
RLE,SNAPPY,timestamps,5041,959,791,5750,80,138,72,1.7250,0.9000
RLE,SNAPPY,values,5000,1000,791,6666,80,160,158,2.0000,1.9750
RLE,SNAPPY,combined,23084,1333,875,12250,160,298,218,1.8625,1.3625
RLE,LZ4,timestamps,4417,1333,708,5834,80,138,60,1.7250,0.7500
RLE,LZ4,values,4792,1375,667,6542,80,160,159,2.0000,1.9875
RLE,LZ4,combined,8875,1416,625,11750,160,298,211,1.8625,1.3188
RLE,ZLIB,timestamps,4541,7166,2083,5875,80,138,51,1.7250,0.6375
RLE,ZLIB,values,5042,7125,2208,6291,80,160,138,2.0000,1.7250
RLE,ZLIB,combined,9458,8916,3958,12334,160,298,174,1.8625,1.0875
