encoder,compressor,target,encode_time_ns,compress_time_ns,decompress_time_ns,decode_time_ns,original_size_bytes,encoded_size_bytes,final_size_bytes,encoding_ratio,final_ratio
TS_2DIFF,GZIP,timestamps,46458,28791,39292,134500,200,32,31,0.1600,0.1550
TS_2DIFF,GZIP,values,24584,13708,15375,28750,200,200,223,1.0000,1.1150
TS_2DIFF,GZIP,combined,12208,13750,13875,21084,400,236,253,0.5900,0.6325
TS_2DIFF,SNAPPY,timestamps,2875,1084,875,6417,200,32,15,0.1600,0.0750
TS_2DIFF,SNAPPY,values,13000,2958,2208,21625,200,200,204,1.0000,1.0200
TS_2DIFF,SNAPPY,combined,18792,3291,2375,35000,400,236,222,0.5900,0.5550
TS_2DIFF,LZ4,timestamps,8417,3875,2083,22625,200,32,23,0.1600,0.1150
TS_2DIFF,LZ4,values,11834,4125,2125,20167,200,200,206,1.0000,1.0300
TS_2DIFF,LZ4,combined,16209,4042,2083,33750,400,236,224,0.5900,0.5600
TS_2DIFF,ZLIB,timestamps,7542,13916,7292,29834,200,32,19,0.1600,0.0950
TS_2DIFF,ZLIB,values,3708,10666,2584,7000,200,200,211,1.0000,1.0550
TS_2DIFF,ZLIB,combined,6542,23250,7125,28458,400,236,241,0.5900,0.6025
GORILLA,GZIP,timestamps,35417,28667,34167,43167,200,196,191,0.9800,0.9550
GORILLA,GZIP,values,12042,15042,8458,16542,200,159,182,0.7950,0.9100
GORILLA,GZIP,combined,32250,24208,13084,37000,400,355,363,0.8875,0.9075
GORILLA,SNAPPY,timestamps,15917,3208,1125,19917,200,196,200,0.9800,1.0000
GORILLA,SNAPPY,values,15417,1334,1041,18625,200,159,163,0.7950,0.8150
GORILLA,SNAPPY,combined,23625,3209,1125,37458,400,355,360,0.8875,0.9000
GORILLA,LZ4,timestamps,12541,2000,959,20000,200,196,202,0.9800,1.0100
GORILLA,LZ4,values,11625,1875,958,18125,200,159,165,0.7950,0.8250
GORILLA,LZ4,combined,23958,2208,958,32542,400,355,362,0.8875,0.9050
GORILLA,ZLIB,timestamps,11292,10333,5084,17125,200,196,179,0.9800,0.8950
GORILLA,ZLIB,values,61583,42625,4542,17666,200,159,170,0.7950,0.8500
GORILLA,ZLIB,combined,13083,13125,4791,21250,400,355,351,0.8875,0.8775
RLE,GZIP,timestamps,11041,9125,8875,13834,200,346,103,1.7300,0.5150
RLE,GZIP,values,13583,14417,9000,15208,200,398,281,1.9900,1.4050
RLE,GZIP,combined,26833,23625,11459,35416,400,744,363,1.8600,0.9075
RLE,SNAPPY,timestamps,14792,1458,1167,17375,200,346,148,1.7300,0.7400
RLE,SNAPPY,values,13875,1500,1125,18250,200,398,350,1.9900,1.7500
RLE,SNAPPY,combined,39792,2000,1375,34500,400,744,485,1.8600,1.2125
RLE,LZ4,timestamps,13375,1875,916,18750,200,346,121,1.7300,0.6050
RLE,LZ4,values,14958,2917,1000,57709,200,398,354,1.9900,1.7700
RLE,LZ4,combined,28958,2459,1000,34167,400,744,466,1.8600,1.1650
RLE,ZLIB,timestamps,13625,10209,4125,17625,200,346,91,1.7300,0.4550
RLE,ZLIB,values,10334,17500,5041,4083,200,398,269,1.9900,1.3450
RLE,ZLIB,combined,6666,18959,6208,9416,400,744,351,1.8600,0.8775
